,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247
denovo1106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010133765707336846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004723665564478035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031756113051762465,0.0,0.0,0.00019342359767891682,0.0,0.0,0.0,0.0009876543209876543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016131634134537829,0.0,0.0,0.0,0.0,0.0001601281024819856,0.0,0.0004664179104477612,0.0,0.0,0.0,0.0002542911633820725,0.0,0.0,0.0,0.0,0.0,0.0,0.00021159542953872197,0.0,0.0,0.0006550218340611354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019353590090961874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007136060894386299,0.0,0.0,0.00022655188038060717,0.00015475085112968121,0.0,0.0,0.00022527596305474206,0.0,0.0,0.0,0.0,0.00027333606669400026,0.0,0.0,0.0,0.00021867483052700635,0.0,0.0,0.00017470300489168413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022768670309653916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001850481125092524,0.0,0.0,0.0,0.0003619254433586681,0.0,0.0,0.00022737608003638017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002880184331797235,0.0,0.0,0.0,0.0,0.0,0.0,0.0004225649693640397,0.0,0.00018355359765051394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016139444803098772,0.0,0.00014287755393627662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021753317380900588,0.0
denovo54,0.0,0.05971818385148736,0.00021925016443762334,0.00046728971962616824,0.3218689162881246,0.00037650602409638556,0.0025284450063211127,0.0,0.0,0.0,0.0002450379808870375,0.05907971975004734,0.0,0.3000430477830392,0.0,0.08776458440887971,0.000412796697626419,0.0,0.0004711425206124853,0.0,0.005805805805805806,0.002012578616352201,0.009061254077564335,0.0039121930015214084,0.015304728067778082,0.0006285355122564425,0.08699571782736083,0.00027862914460852607,0.0037121644774414622,0.0,0.0005794861889124976,0.0030541012216404886,0.00990767845079937,0.0003151591553734636,0.0009428032683846638,0.0038701354547409157,0.0012919896640826874,0.0,0.011672016340822877,0.0033731188375713543,0.0011303692539562924,0.005810575246949448,0.030037546933667083,0.0047436187034108875,0.004382470119521913,0.03534777651083238,0.0,0.0,0.0,0.0,0.0007958615200955034,0.00037064492216456633,0.0033081285444234404,0.0,0.003672420124862284,0.0,0.00027023375219564923,0.0039946737683089215,0.0,0.0,0.0,0.0,0.002214022140221402,0.0,0.0,0.0026560424966799467,0.0008745080891998251,0.0005515719801434088,0.0,0.008025682182985553,0.0,0.0044598612487611496,0.0,0.0033149171270718232,0.010355029585798817,0.0,0.04079782411604715,0.0,0.00035014005602240897,0.0005425935973955507,0.00019342359767891682,0.0,0.13911060433295325,0.013484123531970421,0.01580246913580247,0.0022222222222222222,0.0,0.019011406844106463,0.028341013824884794,0.0,0.0053285968028419185,0.0,0.10844748858447488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003747323340471092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
denovo34,0.0004616805170821791,0.002236636099306643,0.06358254768691077,0.0071651090342679125,0.0003244646333549643,0.0,0.0,0.0,0.0,0.004220346512661039,0.0,0.0,0.0763888888888889,0.0,0.07324439969796123,0.002581311306143521,0.02022703818369453,0.013344594594594595,0.0063604240282685515,0.0006212466349140609,0.015415415415415416,0.0,0.0,0.07281025863942621,0.008745558895873189,0.009113764927718416,0.000450755014649538,0.0,0.06167904054825814,0.03810295905958654,0.00038632412594166504,0.13961605584642234,0.0,0.002206114087614245,0.0009428032683846638,0.00021500752526338422,0.0,0.0,0.003793405310767435,0.0,0.0452147701582517,0.001452643811737362,0.0,0.00112943302462164,0.00039840637450199205,0.0,0.0,0.011085180863477246,0.003420265070542967,0.04964539007092199,0.0,0.013343217197924388,0.0004725897920604915,0.00928708003277793,0.0,0.010166358595194085,0.0013511687609782462,0.0,0.00723258469737343,0.012586276898091758,0.0,0.0,0.0007380073800738007,0.009919697685403874,0.004782608695652174,0.0026560424966799467,0.00043725404459991256,0.006067291781577496,0.000878348704435661,0.003745318352059925,0.23980099502487562,0.0,0.014250814332247556,0.0,0.03057199211045365,0.0,0.0371713508612874,0.003493172435693871,0.007703081232492998,0.0,0.011798839458413927,0.00042643923240938164,0.0,0.013484123531970421,0.0,0.00044444444444444447,0.0,0.0,0.001152073732718894,0.05405405405405406,0.03263765541740675,0.014344664963647082,0.0,0.0008065817067268914,0.0005538120731031936,0.006259780907668232,0.00034444750620005513,0.0015989036089538603,0.0006405124099279424,0.001817709685795897,0.0006996268656716418,0.0,0.0075075075075075074,0.0,0.000508582326764145,0.0,0.00090711175616836,0.00047740292807129216,0.0029443254817987153,0.00019964064683569574,0.00033766672294445384,0.0014811680067710537,0.0011815675462780622,0.000271370420624152,0.0002183406113537118,0.0008979885057471264,0.006755235307363206,0.0005058168942842691,0.040335023143046066,0.000948316737790422,0.0023222060957910013,0.0004830917874396135,0.0011612154054577125,0.00020383204239706482,0.009652509652509652,0.006300866369125755,0.0010109519797809603,0.00031776294884016526,0.002697841726618705,0.003163251272177142,0.0002092487968194183,0.0,0.0002770083102493075,0.0010955302366345311,0.0,0.003051643192488263,0.0024808765763903247,0.0,0.0035911602209944752,0.0011814744801512287,0.004231684739486909,0.0026396832380114386,0.0001942124684404739,0.0,0.0,0.0,0.002718622564567286,0.0,0.009895052473763119,0.004005340453938585,0.0006758278891642261,0.001206030150753769,0.008947006194081212,0.0018198362147406734,0.0002195389681668496,0.00013666803334700013,0.0,0.001224739742804654,0.0005256241787122207,0.0008746993221080254,0.0,0.10060919328041351,0.001397624039133473,0.0037533512064343165,0.0012519126443177077,0.0010458063166701526,0.0004968532626697582,0.0017586282699494395,0.003720383786959076,0.001984126984126984,0.0005213764337851929,0.0015166835187057635,0.000925925925925926,0.0,0.007285974499089253,0.0,0.0008230452674897119,0.002461706783369803,0.0,0.00019033117624666921,0.0007928642220019821,0.0052178450300026085,0.0023752969121140144,0.005877742946708464,0.0007062146892655367,0.002570694087403599,0.0,0.0,0.0014738393515106854,0.0006292276230926538,0.0001850481125092524,0.0026600461074658627,0.0012391573729863693,0.014845287068502952,0.0012667390517553383,0.0,0.0,0.00022737608003638017,0.00422275006598047,0.002499166944351883,0.0006549860815457672,0.0007323324789454412,0.0014220255964607362,0.0,0.0003038128512836093,0.0005462242250443807,0.0013855898653998416,0.00021312872975277067,0.0004961958319550116,0.0,0.00031308703819661864,0.0,0.0005828638041577618,0.0004432624113475177,0.0008616975441619991,0.0003879728419010669,0.0005688282138794084,0.0008782715615668365,0.012254384111557153,0.00017364125716270185,0.0007342143906020558,0.001583531274742676,0.0,0.0020839535576064306,0.0005699629524080935,0.00015835312747426763,0.0,0.00013723068478111705,0.0010940919037199124,0.000948316737790422,0.0002253267237494367,0.0011297611362169142,0.0006936416184971098,0.0,0.0012013042732109147,0.0008871146595697493,0.0003673769287288758,0.0016381507098653077,0.0009036688957166094,0.0015735641227380016,0.006582884500299222,0.0010141987829614604,0.001887188089746278,0.0007623888182973316,0.0009481668773704172,0.00021753317380900588,0.0
denovo1510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010931948619841486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031426775612822125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002731494127287626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004723665564478035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001601281024819856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000474158368895211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013753266400770182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002998500749625187,0.0,0.0,0.0,0.0,0.0,0.0002195389681668496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013910140492418973,0.0,0.0,0.0,0.0,0.0002204585537918871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016066838046272492,0.0,0.00032206119162640903,0.0,0.0,0.0001850481125092524,0.0,0.00020652622883106156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003274930407728836,0.0,0.00015800284405119292,0.00022351363433169424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043084877208099956,0.00019398642095053346,0.0,0.0,0.00021128248468201986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002370791844476055,0.0,0.0,0.0,0.00014287755393627662,0.0,0.0,0.0,0.0,0.0,0.00026226068712300026,0.0,0.0,0.0,0.0,0.00015802781289506955,0.0,0.0
denovo618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002450379808870375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021500752526338422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027023375219564923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004347826086956522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00044444444444444447,0.0,0.0,0.0002304147465437788,0.0,0.0,0.0,0.0,0.0,0.00036920804873546244,0.0,0.0,0.0,0.0003202562049639712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002676659528907923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005058168942842691,0.00022040996253030638,0.0,0.0,0.00016103059581320451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007940709370037057,0.0030470914127423824,0.00021910604732690623,0.00029403116730373417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00045998160073597056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031537450722733244,0.0004373496610540127,0.0,0.0,0.00017470300489168413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004553734061930783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007062146892655367,0.0,0.001171744224974891,0.0,0.0,0.00047192071731949034,0.0,0.0,0.00020652622883106156,0.00017885888034340904,0.0,0.0009480919649205973,0.0,0.0,0.0005278437582475588,0.0,0.0001637465203864418,0.0,0.0,0.00022351363433169424,0.0012152514051344372,0.00013655605626109517,0.0001979414093428345,0.0,0.00016539861065167054,0.00021253985122210415,0.0,0.0,0.0,0.0,0.00021542438604049978,0.0,0.0,0.0,0.0,0.00017364125716270185,0.0,0.0002639218791237794,0.0,0.0,0.0,0.00015835312747426763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018201674554058973,0.0,0.0,0.0,0.0,0.00020968756552736424,0.0,0.0,0.0,0.0
denovo614,0.0004616805170821791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003075030750307503,0.0,0.000490075961774075,0.0,0.0,0.0,0.0,0.0,0.000412796697626419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031426775612822125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00038160656363289447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027023375219564923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002304147465437788,0.0,0.00022202486678507994,0.0,0.0,0.0,0.00018460402436773122,0.0,6.888950124001103e-05,0.0,0.0003202562049639712,0.0007790184367696703,0.0,0.0,0.0,0.0,0.00012714558169103624,0.0,0.0,0.00015913430935709738,0.0002676659528907923,0.0,0.00016883336147222692,0.0,0.0,0.0,0.0002183406113537118,0.0,0.0,0.0,0.0006612298875909191,0.0,0.0,0.0,0.0,0.0,0.0,0.00026253609871357313,0.0,0.0,0.0,0.0,0.0,0.0,0.0002770083102493075,0.0,0.00029403116730373417,0.0,0.0004134794293983874,0.0,0.0,0.0,0.0,0.0,0.0,0.0002378686964795433,0.0001541069502234551,0.00045998160073597056,0.0,0.00015475085112968121,0.0008995502248875562,0.0,0.0,0.0006030150753768845,0.0,0.0,0.0,0.00013666803334700013,0.0,0.000612369871402327,0.0,0.0,0.0,0.0,0.0,0.0005361930294906167,0.0,0.0,0.0,0.0,0.0,0.0,0.0001737921445950643,0.0,0.0,0.0,0.0,0.0001556178026766262,0.0,0.0,0.0,0.0,0.0,0.0,0.0005938242280285036,0.0,0.00035310734463276836,0.0,0.0,0.0,0.0,0.00015730690577316344,0.0,0.00017733640716439085,0.0,0.0,0.00018096272167933406,0.00023702299123014932,0.0,0.0006821282401091405,0.0005278437582475588,0.00016661112962345885,0.0,0.0,0.0004740085321535788,0.00022351363433169424,0.0009114385538508279,0.0,0.0001979414093428345,0.0,0.0,0.00021253985122210415,0.0,0.0,0.00019428793471925395,0.0,0.0,0.0,0.0,0.0003513086246267346,0.00021128248468201986,0.0,0.0,0.0,0.0,0.0,0.0,0.00015835312747426763,0.0,0.00013723068478111705,0.0002735229759299781,0.0,0.0,0.0,0.0,0.00014287755393627662,0.0,0.0,0.0,0.0,0.0001807337791433219,0.0,0.00019948134849391582,0.0,0.0,0.0,0.00015802781289506955,0.00021753317380900588,0.0
denovo611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004655721636853712,0.0,0.0,0.0,0.0,0.0,0.0006191950464396285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012160518848804217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021376656690893546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00044444444444444447,0.0010183299389002036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013777900248002206,0.0,0.0008006405124099279,0.0,0.0006996268656716418,0.0,0.000429000429000429,0.0,0.00012714558169103624,0.0,0.0,0.0,0.0,0.0,0.0,0.0008463817181548879,0.0,0.0,0.0004366812227074236,0.0,0.0,0.0,0.0,0.0,0.0,0.00032206119162640903,0.00019353590090961874,0.0,0.0,0.0,0.0,0.00015888147442008263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001942124684404739,0.0004757373929590866,0.0,0.0,0.0,0.00015475085112968121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005466721333880005,0.0,0.0,0.0,0.000656024491581019,0.0,0.0,0.0006988120195667365,0.0,0.0,0.0,0.0,0.0,0.0,0.0002204585537918871,0.0,0.0,0.0,0.0,0.001138433515482696,0.0,0.0,0.0,0.00035919540229885057,0.0,0.0,0.0,0.0,0.0,0.0007062146892655367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003619254433586681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031600568810238584,0.0,0.0,0.0,0.0001979414093428345,0.0,0.0,0.0,0.00031308703819661864,0.00014400921658986175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017364125716270185,0.00018355359765051394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021753317380900588,0.0
denovo610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007351139426611125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002070822116380203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015050526768436896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013511687609782462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004391743522178305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031756113051762465,0.0,0.0,0.0005802707930367504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002304147465437788,0.0,0.0,0.0,0.0,0.0,0.0,0.00019561815336463224,0.00020666850372003307,0.0,0.0001601281024819856,0.00025967281225655674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005353319057815846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003870718018192375,0.00020383204239706482,0.0,0.0,0.0,0.0,0.0,0.00013753266400770182,0.0,0.0,0.0,0.0,0.0005880623346074683,0.0,0.0,0.0,0.00027624309392265195,0.0004725897920604915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015165301789505612,0.0,0.0,0.0,0.0003061849357011635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019580967299784609,0.0002204585537918871,0.0006951685783802572,0.0005055611729019212,0.00030864197530864197,0.0,0.0004553734061930783,0.0,0.0,0.0005470459518599562,0.0,0.00019033117624666921,0.0,0.0,0.0,0.0,0.0,0.00016066838046272492,0.0,0.0,0.0,0.00047192071731949034,0.0,0.00017733640716439085,0.0004130524576621231,0.00017885888034340904,0.0,0.0,0.0,0.0,0.0013196093956188968,0.0004998333888703765,0.0001637465203864418,0.0,0.00031600568810238584,0.0,0.0003038128512836093,0.0,0.000395882818685669,0.0,0.0004961958319550116,0.0,0.0,0.0,0.0003885758694385079,0.0,0.00021542438604049978,0.0,0.0003792188092529389,0.0,0.00021128248468201986,0.00017364125716270185,0.0,0.0,0.0,0.00029770765108663293,0.0,0.0,0.0,0.00013723068478111705,0.0,0.0,0.0002253267237494367,0.00016139444803098772,0.0,0.0,0.00034322979234597563,0.0,0.0,0.0,0.0,0.0,0.00019948134849391582,0.0,0.0,0.0,0.00015802781289506955,0.00021753317380900588,0.0
denovo1182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004084967320261438,0.0,0.0,0.0,0.0,0.00016891891891891893,0.0,0.0,0.0,0.0,0.0,0.0,0.00027329871549603714,0.0,0.0,0.0,0.00028555111364934324,0.0,0.0007726482518833301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00042122999157540015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004391743522178305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032175032175032174,0.0,0.0,0.0,0.0002248201438848921,0.0,0.0,0.0,0.0,0.00043821209465381246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015475085112968121,0.0,0.0,0.0,0.00020100502512562814,0.0,0.0,0.0002195389681668496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00034940600978336826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019033117624666921,0.0,0.0005217845030002609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002639218791237794,0.00016661112962345885,0.0,0.0001830831197363603,0.0,0.0,0.0,0.0,0.0,0.00021312872975277067,0.0,0.00021253985122210415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021128248468201986,0.0,0.00018355359765051394,0.0,0.0,0.0,0.0,0.00031670625494853525,0.0,0.0,0.0,0.0,0.0002253267237494367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
denovo428,0.0,0.0,0.0,0.0,0.0,0.00018825301204819278,0.00021070375052675939,0.00029967036260113877,0.0,0.0006663705019991116,0.0002450379808870375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004711425206124853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00040535062829347385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019080328181644724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013511687609782462,0.0,0.0,0.0004060089321965083,0.0,0.0,0.0,0.0,0.0004347826086956522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016286644951140066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00044444444444444447,0.0,0.0,0.0002304147465437788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018656716417910447,0.0,0.005362505362505363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021159542953872197,0.0,0.0,0.0,0.0,0.00045034902049088043,0.0,0.0013224597751818382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027009850651414044,0.002697841726618705,0.0,0.0002092487968194183,0.0,0.0019390581717451524,0.00021910604732690623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006796556411418215,0.0,0.0026986506746626685,0.0,0.0,0.00020100502512562814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022768670309653916,0.0,0.0,0.0,0.0,0.0,0.0007928642220019821,0.0,0.0,0.0,0.0007062146892655367,0.0,0.0,0.0,0.00036845983787767134,0.0007865345288658172,0.0,0.00017733640716439085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008330556481172943,0.0,0.0003661662394727206,0.0,0.0,0.0,0.00013655605626109517,0.0,0.0,0.0003307972213033411,0.0,0.0,0.0,0.0,0.0,0.00043084877208099956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031670625494853525,0.00016412276382734285,0.00013723068478111705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022177866489243733,0.0,0.00018201674554058973,0.0,0.0,0.0,0.0,0.0,0.00025412960609911054,0.0004740834386852086,0.0,0.0
