"","denovo90__denovo19_denovo13","denovo5__denovo235","denovo24__denovo18","denovo27__denovo41_denovo114","denovo35__denovo8_denovo10","denovo22__denovo26_denovo51","denovo86__denovo73_denovo46","denovo38__denovo4_denovo1","denovo89__denovo20_denovo3","denovo580__denovo45_denovo582","denovo516__denovo150_denovo37","denovo19__denovo13","denovo109__denovo56","denovo135__denovo93_denovo99","denovo223__denovo107_denovo29","denovo132__denovo88","denovo41__denovo114","denovo904__denovo74_denovo84","denovo67__denovo81","denovo471__denovo108_denovo186","denovo628__denovo602_denovo753","denovo20__denovo3","denovo1336__denovo121_denovo124","denovo142__denovo295","denovo191__denovo115_denovo32","denovo73__denovo46","denovo251__denovo40_denovo36","denovo60__denovo170","denovo343__denovo30_denovo480","denovo344__denovo551","denovo1394__denovo672_denovo14","denovo150__denovo37","denovo1089__denovo517_denovo820","denovo908__denovo1083_denovo627","denovo107__denovo29","denovo76__denovo75","denovo299__denovo424_denovo406","denovo8__denovo10","denovo45__denovo582","denovo71__denovo69_denovo209","denovo584__denovo547_denovo308","denovo1008__denovo147_denovo596","denovo428__denovo49_denovo152","denovo536__denovo263_denovo413","denovo219__denovo23_denovo50","denovo62__denovo213","denovo4__denovo1","denovo1124__denovo815_denovo330","denovo586__denovo1575","denovo74__denovo84","denovo788__denovo705_denovo398","denovo1632__denovo91_denovo831","denovo877__denovo180_denovo599","denovo1651__denovo961_denovo1398","denovo577__denovo57_denovo794","denovo464__denovo34_denovo125","denovo810__denovo9_denovo16","denovo172__denovo201_denovo184","denovo108__denovo186","denovo601__denovo1117","denovo1115__denovo315_denovo630","denovo93__denovo99","denovo1006__denovo53","denovo182__denovo61_denovo33","denovo115__denovo32","denovo672__denovo14","denovo1079__denovo104_denovo17","denovo789__denovo388_denovo727","denovo703__denovo2_denovo482","denovo1077__denovo837_denovo956","denovo30__denovo480","denovo238__denovo7_denovo21","denovo1066__denovo1254_denovo1780","denovo40__denovo36","denovo532__denovo116_denovo566","denovo121__denovo124","denovo897__denovo1214","denovo1224__denovo1414","denovo976__denovo163_denovo15","denovo619__denovo1287","denovo444__denovo660","denovo1633__denovo770_denovo1212","denovo424__denovo406","denovo1553__denovo245_denovo824","denovo546__denovo193_denovo232","denovo333__denovo97_denovo70","denovo379__denovo874","denovo23__denovo50","denovo529__denovo31_denovo192","denovo1443__denovo626","denovo602__denovo753","denovo1100__denovo939_denovo826","denovo417__denovo443_denovo25","denovo1358__denovo96_denovo59","denovo1083__denovo627","denovo1355__denovo1306_denovo1104","denovo1466__denovo624_denovo966","denovo547__denovo308","denovo1262__denovo563","denovo91__denovo831","denovo263__denovo413","denovo9__denovo16","denovo2__denovo482","denovo997__denovo1621","denovo1009__denovo58_denovo87","denovo49__denovo152","denovo160__denovo320_denovo139","denovo69__denovo209","denovo517__denovo820","denovo147__denovo596","denovo57__denovo794","denovo34__denovo125","denovo1253__denovo1207","denovo61__denovo33","denovo26__denovo51","denovo895__denovo823","denovo787__denovo1092","denovo534__denovo1568","denovo815__denovo330","denovo7__denovo21","denovo837__denovo956","denovo104__denovo17","denovo180__denovo599","denovo357__denovo6_denovo11","denovo961__denovo1398","denovo539__denovo102_denovo63","denovo1626__denovo168_denovo691","denovo163__denovo15","denovo1663__denovo468_denovo1119","denovo640__denovo556_denovo392","denovo315__denovo630","denovo201__denovo184","denovo116__denovo566","denovo443__denovo25","denovo1233__denovo338","denovo193__denovo232","denovo1399__denovo1252_denovo79","denovo245__denovo824","denovo31__denovo192","denovo705__denovo398","denovo58__denovo87","denovo1817__denovo42_denovo255","denovo96__denovo59","denovo388__denovo727","denovo97__denovo70","denovo770__denovo1212","denovo939__denovo826","denovo624__denovo966","denovo1254__denovo1780","denovo320__denovo139","denovo1306__denovo1104","denovo168__denovo691","denovo468__denovo1119","denovo6__denovo11","denovo1252__denovo79","denovo102__denovo63","denovo556__denovo392","denovo42__denovo255","denovo512__denovo54_denovo612","denovo54__denovo612"
"1",0,0,-2.2651027579372,0,1.02668639057819,0,0,-3.60248798615917,-6.12072872026305,0,0,0,0,-0.961849784020442,0,0,0,0,0,1.59263869358508,0,-0.495009055086373,-1.07929549829598,0,-2.28135767791584,0,0,0,-0.796319346792537,0,1.02668639057819,0,0,0,0,0,1.13190460601378,0,0,0,0.513343195289094,-0.513343195289093,0,1.02668639057819,0,0,-6.23969222568416,0.513343195289094,-0.889136495960463,0,0,0,0,0,1.92369956804088,0.796319346792539,-3.44306468802226,0,0,0,-0.513343195289093,-1.66597269517256,-0.28670712747782,1.02668639057819,-3.9514274083876,0,0,0,-1.56047938559915,0,-1.37926556769474,0,0,0,0.23036704378565,1.86939463942901,0,0,0,-0.889136495960463,0,0,0,-0.796319346792537,0,1.02668639057819,0,0,0,0,0,0,-2.54226097876557,-1.84345553710259,0,-0.513343195289093,-0.052609107717795,-0.889136495960463,0,0,0,-4.18528998147992,2.70282958002159,0,0,0,-0.513343195289093,0,0,0.889136495960463,0,1.37926556769474,0,0,0,-0.776836199212093,0,1.37926556769474,0.889136495960463,0,0,0,0,-2.70589698897242,0,1.59263869358508,0,0,-0.513343195289093,-0.513343195289093,-0.889136495960463,0,-1.37926556769474,-4.40332518132174,0,0,-2.39032310278211,-1.37926556769474,0,0,0,-0.796319346792537,3.19295865175587,0,0,0,0,1.86939463942901,0,-0.889136495960463,0.889136495960463,0,-0.889136495960463,-4.68675106494788,-4.14016106052429,0,0.889136495960463,1.37926556769474,0,0
"2",2.80871400219532,4.46133213961379,-4.18210769340285,-2.74684401536492,0.134117808348505,-4.33263202919188,0,-0.67216682200224,-1.45244172405003,0,0.658027232301912,0,-3.5153350050021,-2.24276169918844,-3.91934233983829,0.441343744452318,0.557523546190021,0,0,0,0,2.51570286108758,-1.53436519241864,0,-4.81784615625681,0,-2.43548140231212,1.94228860613194,-0.5362880679873,0.962030462663392,0,2.33799672464013,0,0,-1.75709434268064,-1.41526008055783,0,1.16049418165296,0,0.911389602754868,0.234891428551081,0,1.11085709317466,-1.11085709317466,-2.07700250642884,0,-0.0417821734581964,0,0,0,0,0,0,0,-0.838404698090774,-1.12138084959422,-5.00088191387253,-0.555428546587329,0,0.962030462663392,-0.838404698090774,-1.96051628693709,0,-1.34984303833544,-3.16434633333015,0,1.11085709317466,-0.555428546587329,-2.48174764434922,0,3.83319725004228,0,0,-4.21837752969368,1.11085709317466,2.65759847063429,0,0,0,0,0,0,0,-0.555428546587329,0,0,0,-0.490129071734274,-1.79834962706679,0,0,0,-1.34984303833544,-2.4993901097684,0,0,0,1.55367239842419,0,0,0,0.971211877897143,4.29851301157722,0,0,0,-0.555428546587329,2.42819563879928,0,0,1.45215953439766,1.94228860613194,0,-2.33799672464013,1.0281000326103,0,0,0,0,0,0,0,0,-3.18698736118762,0,-2.01839402705691,0,0,0,0,1.45215953439766,0.962030462663392,0,-2.33799672464013,0,0,0,0.962030462663392,3.11483292385222,0,0,-2.39246815191242,-0.128920809165494,-0.962030462663391,0,0,0,0,0,-0.962030462663391,0,0,0,1.51325529639609,0,3.49596100455613,0,-4.14387639460272,0,0
"3",0,0,0,-1.22718497610787,-0.94751743235517,5.02097480284908,-1.55406345382165,-3.37085177568151,0,0,-1.94129282651338,0,-1.92212478464757,-1.95866771634266,-4.55254904485387,0,-2.12554672890402,0,-3.06016924642844,-1.60125910096337,0,0,0,0,-0.661232673100978,0.415627936643313,-2.55335285930904,0,-1.32246534620196,1.14528858543548,-3.47305943404567,3.36241780789017,0,0,-0.3088060129189,0.776836199212093,0,-1.17657342708979,0,3.56924053909229,0,0,-1.94129282651338,-1.73862331635253,0,2.12554672890402,-1.37381372825607,0,0,0,0,0,-0.661232673100978,0,0,-3.72361737284169,-2.46521679706624,0,-2.77346211895062,1.14528858543548,-0.661232673100978,3.39251199985039,0,-4.090356874406,1.14528858543548,-3.72493822660256,0,-0.661232673100978,-2.20612162193918,0,0,-2.03592543917905,0,-4.42253688197452,0,0,0,0,-1.39271541333577,0,0,0,0,-0.661232673100978,0,-1.60125910096337,0,0,-4.14213617723834,0,0,-0.661232673100978,-0.661232673100978,-1.76678953819128,0,0,0,0,0,0,-3.01138391914649,4.26988074419094,3.82111473687492,0,0,3.36241780789017,-1.55824585056367,1.92212478464757,0,0,0,0.68298572345236,0,-1.53778168965857,1.92212478464757,0,0,0,0,3.5263263010801,0,0,-1.14528858543548,-2.89280715922264,0,-1.73862331635253,0,2.41225385638184,0,-1.31828294945993,1.14528858543548,0,0,1.14528858543548,0,0,0,1.14528858543548,3.3301407415508,0,0,-1.10973926183233,-3.06016924642844,1.14528858543548,-2.77346211895062,0,1.14528858543548,0,0,2.69896098385966,0,0,0,2.73440005271086,0,3.01138391914649,-2.28333304721635,-1.92212478464757,0,0
"4",0,0,0,0,1.5574642531332,0,0,0,-4.44338098228277,0,-3.07619882560914,0,0,0,0,0,0,0,0,0,0,-4.0182962578315,0,0,0,0,0,0,0,0,0,-5.32813266013875,0,0,0,-0.858674536965232,-1.06170827807004,0,0,0,0,0,0,-0.944262563794501,0,0,0,0,0,0,0,0,0,0,-2.35187874488131,-1.43578240292555,0,0,0,0,0,0,-1.34880360869951,-3.4907820541214,0,0,-1.29017046681127,0,0,0,0,-0.495755975063153,0,0,0,0,0,0,0,-0.858674536965232,0,0,1.83893268043378,0,0,0,0,0,0,0,0,-0.495755975063153,-1.45146476810706,-1.29017046681127,0,0,-0.778732126566598,0,0,0,1.63551073617733,0,0,0,0,0,0,0,0,0,1.37596626197674,2.48684807048038,-0.858674536965232,-6.04621187588792,0,0,0,0,0,0.858674536965232,0,2.23464079894197,0,-2.91432327662827,0,0,-0.778732126566598,0,-0.495755975063153,0,0,0,0,-2.51401072375761,0,0,0.991511950126308,0,0,0,0,-1.29017046681127,2.23464079894197,0,0,0,-0.858674536965232,-1.34880360869951,0,0,0,-1.34880360869951,-0.858674536965232,-5.04775598480077,0,0,0,-2.23464079894197,-1.14908010717464,3.95078141453026
"5",0,0,0,0,6.97177784212779,1.1909604120633,0,0,-0.59548020603165,0,0,0,0,0,0,0,0,0,0,0,0,-1.0314019717484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.878456357535095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1909604120633,-3.75912785448245,0,0,0,0,0,0,0,0,1.52153104348267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0314019717484,0,0,0,0,0,-0.59548020603165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.51100043611099,0,0,0,0,0,0,0,0,0,0,1.0314019717484,0,0,0,0,0,0
"6",5.51087093426146,0,0,-2.5151539446984,2.80320156875451,-0.152897273957637,0,4.36568966855178,1.07053990992145,0,-2.83293856056606,0,-5.43066028251468,1.06181792519895,0,2.34435858724843,0.6479153900466,-2.73518760069835,-2.8344876589827,-2.04009112423894,0,-0.873971372045609,0,-1.36410044377988,0,0,0,0,0,-1.85422951551416,0,0.412346692791632,0,0,0,-2.74006670575662,0,0,0,0,-0.504587606914558,0,-3.09086267508447,-0.504587606914558,0,0,0,0,0,4.73748389264195,0,0,0,0,0,-4.86878335660779,-3.35984878766827,0,-3.53354147925215,0.873971372045609,0,-0.250701186238074,0,1.57512751683601,0,0,-1.74750868739402,0,-0.504587606914558,0,0,0,0,0,0,0,0,0,0,0,0,-0.787563758418003,0,0,-0.504587606914558,0,0,0,-2.147930553173,0,0,-0.953094195645906,0,0,0,0,0,0.873971372045609,0,0,-0.873971372045609,5.81942880599013,0.873971372045609,0,0,5.35353119246455,0,0,0,0,0,1.33338509772033,0,0,1.6769588607971,0,0,0,0,0,0,-3.02677383323444,0,-1.78464776032696,0,-1.23607034714935,0,0,0,0,0,0,0,0,0,0.873971372045609,0,0,3.72032484922517,0,0,0,0,0,0,1.36410044377988,1.6508075712577,0,0,0,0,0,0,-3.09110059450031,0,2.14093664299198,0,0,-0.504587606914558,0.873971372045609
"7",0,0,0,0,3.67265740315817,0,0,-0.475961906824086,-3.50294861015518,0,0,0,0,0,0,0,0,0,0,0,0,-6.06728496909156,0,0,0,0,0,0,0,0,0,0,-1.04191420983097,0,0,0,-0.924468495555434,0,0,0,0,-0.924468495555434,0,0,0,0,-0.82439020508668,0.951923813648171,0,0,0,0,0,0,-1.2703763985722,0,-3.30292307963578,0,0,0,0,0,-3.78809528213326,0,0,0,0,0,0,0,0,0,-0.475961906824086,0,0,0,0,0,0,0,0,-0.475961906824086,1.60122640429877,0.951923813648171,0,0,0,0,0,0,0,-0.475961906824086,0.593407621099627,-4.09146993476761,0,-0.475961906824086,-0.75893805832753,0,0.82439020508668,0,0,-5.72083058742104,0,0,0,0,0,0,-1.80464834855523,-1.60122640429877,2.20035646706342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.924468495555434,0,0,0.951923813648171,0,0,0,0,1.60122640429877,0,0,-0.475961906824086,0,0,0,0,-0.75893805832753,2.33050859763628,0,0,-0.82439020508668,-0.82439020508668,-1.31451927682095,-0.82439020508668,0,0.82439020508668,0,0,0,0.82439020508668,-1.60122640429877,0,-1.31451927682095,-0.475961906824086,-0.82439020508668
"8",-4.18421946302706,3.71391815761769,-4.24006584494995,-1.4617104870641,-0.216630389163515,2.39973891669458,0,0.181251477896301,-0.804660210705147,0.7123072439476,-0.375329118260992,1.86384697957131,-1.99284243053504,-1.6862659637873,3.3405083493834,1.10700524029257,-2.53175682955127,-1.59907470245326,2.08203276895859,-1.29618004983619,0,1.39371236777039,-1.2531667994365,0,-0.147928694202687,0,0.936533160918062,0,-0.782080541688317,1.10700524029257,0,1.88384143950467,-0.639129773477245,0,0,1.35025045416773,0,5.84557238811007,0,0,0.7123072439476,0,-1.86213235284308,-0.3561536219738,2.26762569117473,-2.24504970207345,-1.08117782618192,0,0,2.76967862974713,0,0,0,0,0,-1.20688268294205,-2.31738700083857,1.37186750711752,-2.24504970207345,0.616876168558301,0,-2.92069832435371,0,-3.33458683603736,-3.45048863831007,0,-1.86213235284308,0,-0.639129773477245,0,3.5686137144003,-1.42539884184346,0,-4.10607614826327,-1.29618004983619,2.17054856698249,0,0,-0.639129773477245,0,0.616876168558301,-0.639129773477245,0,-0.3561536219738,0,0.519686060969787,0,-1.39371236777039,-0.209798681033089,0,0,-0.3561536219738,0.7123072439476,0,0,0,-0.3561536219738,0,0,0,0.616876168558301,-4.01383202625207,1.10700524029257,0,0,3.22530784554199,0.732897813715585,0,1.10700524029257,0,0,3.32413446274727,0,0.80973081772843,1.37596626197674,0,0,0,0,5.6631318391764,0,-3.22530784554199,0,-3.22674740710329,0,0.484028834638271,0,1.10700524029257,0,-0.3561536219738,0,-1.13804446178087,2.24504970207345,0,-1.10700524029257,0,0,0.616876168558301,1.59713431202685,0,0,0,0,0,-0.39570811850819,1.10700524029257,0.616876168558301,0.616876168558301,0,-0.776836199212093,0,0,0,-0.964002099235651,0,2.67582615143944,-0.616876168558301,0,-0.804660210705147,1.39371236777039
"9",-2.20440372026258,1.90906962194432,-2.76040695624738,1.21964757440683,-2.97889971089707,0,0.653695271399944,-4.00343931951242,-5.11655959922169,0,-0.653695271399944,0,0,0,-1.21964757440683,-2.60262063793505,1.13223342273223,-0.653695271399944,-1.55367239842419,-0.653695271399944,0,-2.2920694179641,-0.653695271399944,1.13223342273223,-2.72227130031711,-1.13223342273223,-1.10220186013129,1.13223342273223,-0.936671422903388,-1.6223624944665,-1.50262372591028,-1.13223342273223,0,0,-2.11249156620078,-2.11249156620078,0,0.619049880899767,0,0,-1.59036669430333,0,-0.653695271399944,-0.653695271399944,-0.653695271399944,0,-0.582090520633098,2.43929514881366,0,-1.13223342273223,-0.653695271399944,0.653695271399944,0,0,-1.10220186013129,-0.653695271399944,-4.68360923758698,0,1.13223342273223,0,0,0,0,-0.653695271399944,-1.47038721520282,-2.60262063793505,0,0,-2.33195249876127,-1.30739054279989,1.6223624944665,-0.936671422903388,-0.653695271399944,-1.90906962194432,0,1.13223342273223,0,0,-0.936671422903388,1.13223342273223,0,0,0,1.30739054279989,-0.653695271399944,0,0,-1.13223342273223,-0.936671422903388,1.13223342273223,0,0,1.30739054279989,0.653695271399944,0,0,0,-0.490129071734273,0,-1.13223342273223,1.13223342273223,-3.57169339327337,4.03906020869172,0,-0.653695271399944,1.13223342273223,0,0,0,0,-1.90906962194432,1.13223342273223,-1.13223342273223,-1.13223342273223,0,0,-1.13223342273223,0,0,1.6223624944665,0,0,0,-3.0418314624104,0,0.370719119896501,-0.653695271399944,-1.6223624944665,0,0,0,0,0,0,0,1.13223342273223,-3.07876003038564,0,1.6223624944665,1.13223342273223,-1.13223342273223,0,1.13223342273223,0,0,0,0,0,1.13223342273223,0,0,-1.13223342273223,0,0.728050871930138,-5.33256879694024,1.6223624944665,0,0,0.282900266908559,6.01107442020288
"10",0,2.20815593002061,-0.73776871481779,0,4.12478029058579,0,0,-1.08300124245869,0.425950966099736,0,-1.31540486146462,0,0,-0.708927117603179,-1.47308715640979,0,0,0,-1.87581317659866,0,-0.425950966099734,0.73776871481779,0,0,-1.68786376343449,0,-0.425950966099734,-1.69556800797089,0,-1.51460491402988,0,-0.390371438224402,0.85190193219947,0.543396680375275,2.55146179887892,-5.1003423010438,0,3.57138118456956,0,0,-0.199369182644159,0,0.85190193219947,0,-3.76438349788544,0,-1.87581317659866,-1.08300124245869,0.73776871481779,0,0,0.85190193219947,1.32296414356243,-0.425950966099734,-2.97113848692383,0,-2.68170768253881,0,0,-0.490129071734273,-0.425950966099734,-1.22789778655206,0,-2.2893383123483,-2.92346579452296,0,0,0.142974814596291,-2.53265729341125,-0.425950966099734,0,-1.93192969696902,0.142974814596291,0.73776871481779,0,0,0,0,0.85190193219947,0,0,-0.425950966099734,0,-1.15743370633453,0,-4.0934863432139,-0.73776871481779,-0.880500509958675,-0.874457554831083,-1.22789778655206,0.73776871481779,0,-1.81448398269348,0,-1.51460491402988,-0.425950966099734,0,-0.0615263347097466,0,0,0,-4.64485395720501,5.86222853998375,0.73776871481779,-0.425950966099734,0,0,0,0,0,5.14616281567539,0,0,-3.96525027270125,0,1.22789778655206,0.73776871481779,0,-1.87581317659866,3.34620039180148,0.73776871481779,0,0.73776871481779,-3.08070388559021,0.73776871481779,0,0,0,0,0,-0.73776871481779,0,0,-3.14277844754503,0.73776871481779,0,-3.06827527611985,2.00473398576416,1.51460491402988,0,-0.73776871481779,-1.41785423520636,0,1.22789778655206,0.0266864418408752,0.73776871481779,0,0,1.22789778655206,0,-0.73776871481779,0,0,-5.33593565291711,-5.314408669847,0,0,0.980258143468547,-0.708927117603179,1.22789778655206
