"","g__Collinsella__f__Enterobacteriaceae_g___f__Clostridiaceae_g__","g__Sutterella__o__Lactobacillales_g___g__Holdemania","g__.Eubacterium.__g__Bacteroides_g__Neisseria","g__Dorea__g__Fusobacterium_g__Bilophila","g__Ruminococcus__g__Clostridium","g__Odoribacter__g__Conchiformibius_f__Rikenellaceae_g__","g__Akkermansia__g__Parabacteroides_g__Veillonella","g__Bifidobacterium__f__Peptostreptococcaceae_g___g__Streptococcus","g__Staphylococcus__f__Erysipelotrichaceae_g__","g__Haemophilus__g__Phascolarctobacterium","g__.Ruminococcus.__g__Coprococcus_f__Gemellaceae_g__","g__Oscillospira__g__Faecalibacterium_g__Dialister","f__Enterobacteriaceae_g____f__Clostridiaceae_g__","g__Klebsiella__g__Prevotella","g__Blautia__g__Granulicatella","g__Conchiformibius__f__Rikenellaceae_g__","f__Ruminococcaceae_g____g__Eggerthella_o__Clostridiales_g__","g__Turicibacter__g__Lachnospira_g__Aggregatibacter","f__Lachnospiraceae_g____g__Actinomyces","g__Fusobacterium__g__Bilophila","g__Parabacteroides__g__Veillonella","o__Lactobacillales_g____g__Holdemania","g__Coprococcus__f__Gemellaceae_g__","g__Bacteroides__g__Neisseria","g__Faecalibacterium__g__Dialister","g__Anaerostipes__g__Adlercreutzia_g__Roseburia","g__Lachnospira__g__Aggregatibacter","f__Peptostreptococcaceae_g____g__Streptococcus","g__Eggerthella__o__Clostridiales_g__","g__Adlercreutzia__g__Roseburia"
"1",-6.50990811384851,7.14841204474408,-2.89559847927266,-0.0470285656515211,-2.14433401528691,-1.05328619423385,-3.50700257808396,2.01745481770826,-3.49912583257852,6.86322979819782,3.35920719780427,-1.99270444698227,3.6222683644943,0.865339906349492,0.283893200506492,3.82923734509557,2.14484877978908,-1.93875542414304,4.9792508453357,0.0484250337108968,0.549605663786259,0,0.114918237119055,5.89101758913294,2.66016423140998,-0.850737396489075,-4.06708425974398,-2.50041209732695,-1.05808684602359,-1.47352039461795
"2",-2.90456135391799,0.723470524286426,-0.463406634428504,2.46711824238152,0,0.465172098207566,-1.41952302279468,3.59933229674024,-4.96374753074573,1.90740229595394,3.10661586685132,0.215404110313898,4.20033537420801,0.565001911229048,4.90404747241806,-1.47038721520282,1.47909087443446,-0.968456875268665,5.89539570707188,1.81369308406113,0.332342753421948,-1.98830263110966,3.75117453997882,6.11279447441549,4.86134058700536,0.720932184769313,2.80742033536282,0.384394168640822,-2.87268908458943,-1.24869117283208
"3",-5.51596207197034,3.45303157095099,-2.88064427892906,1.46981975758016,-0.037519089405765,-3.28850437343215,0.229165889157577,1.2127444544825,-2.11640602803414,2.40892723183983,2.18632271756594,-0.833357436342603,4.02149057068349,-0.490129071734274,1.84804056271708,-0.312422935286825,2.3250523384697,-1.96290310835173,2.62634570064427,1.51917254248478,0.40632376581113,1.01777723287431,0.247951851787333,4.17358030073712,4.23518958083445,-0.914184305773656,0.6479153900466,-2.39067654939352,-4.41391840068378,-3.61896813083068
"4",-5.4230282322542,6.47492680634772,-3.31749387451407,4.19845847902348,-4.22728834823462,0,-1.85479232793512,-4.85941546740046,-0.759157608884149,3.9666126307943,2.64514642496699,-2.68807997139195,1.39317165535361,0,1.82227861550738,0,3.59487201855315,-0.486140746194798,4.50609475909127,0,2.23233640600403,0,-0.386464760987692,5.74606794445689,4.65589108525915,0,-0.842020472038836,1.44685047469977,-1.61885667125093,0
"5",0.368181663632587,2.03490019431779,-2.29654070473452,1.28976172152746,0,0.215282094676214,-2.05088099312229,0.958883164293099,-1.68571760495781,1.29793840246187,3.10918372992942,-3.92718023612984,4.83776953871704,1.13804446178087,-0.0565987413804902,-2.47932035918312,0.888598983443325,0.00819437895210279,3.21369071788351,3.83723185016592,-2.29739386805787,0,-0.213175295871319,4.92217853829783,0.840652034896799,-1.50383715799351,0.0141930806815162,-2.83361246975177,-0.885837190242464,-1.02266380416752
"6",-3.35065776762587,5.76440126952963,-0.365097326108252,-2.189695567606,1.11708936981255,-0.453073670218762,-4.3806269339456,3.20214354959349,0,0.215937435247574,4.3909567919449,-1.79803865543215,5.80350949230332,-0.776836199212093,1.23687107898615,-0.784746616390602,2.14131470357764,-0.157999090726512,4.31304822038233,-2.81240583273341,2.57570247835816,0,0.353297845390271,3.69582588560823,5.39038322874306,-0.0789995453632559,-0.980258143468546,-2.00292656005501,0.788524180710074,-0.136831226344002
"7",1.47422768083027,2.26380921202755,-2.92025038900254,-1.03912081488919,2.65400198669819,-0.337428142446906,-4.0346153791841,0.804669078330302,-1.92424645064626,4.2678900488708,2.09726564873731,-1.48117370281104,-0.406843888512908,-0.479100640068283,3.47895187596154,0.969229711802557,3.06516348405676,-1.25328129378334,5.24289476400488,-0.160706240346649,-0.454409013971474,0,2.41835176592958,6.42306721322466,2.92088038099854,0.326257897993362,-0.490129071734274,0.452574754107148,-4.09382187055802,-2.08203276895859
"8",-3.01789312473657,-0.261722332504255,0.135672300817685,2.56204790411639,1.83927407099406,-1.01445889173824,-4.20165951665627,-2.62823851776137,-3.18611849346521,-0.416500369550022,3.36979761976984,0.213938708233799,0.860361608962417,-0.776836199212093,1.93686502594126,-0.776836199212093,1.56811077930522,-0.74702090150194,5.80492178048829,1.14219633057943,0.645034047073595,-1.69971987676945,1.80434498291158,6.3737378446471,5.07437824311002,-3.54091722052837,3.56166334168191,-0.894961275302329,-3.79664659240753,-3.86526334538607
"9",-1.44856024923116,-0.0821683798546979,-0.729729639054463,-0.892738287192937,0,-0.781244049898633,-2.93342196543194,-0.111111477837416,-0.203421944256454,1.37596626197674,1.86448224662328,-0.191999518110803,2.50897994949301,0,1.35546897808377,-2.9068267859595,1.25048277119706,-0.00892959349736318,4.18528998147992,-0.657281179699893,0.84423067366784,-1.15351097140924,0.490129071734274,6.64651413276685,5.09462835168589,-1.0233884852356,-0.0154665096283698,-3.95557441159723,-0.702335064121133,-1.77256085230901
"10",-5.27150095189932,0.0204226347680249,-3.6360356661794,3.85016802475029,0,0.586374937774913,-2.60452037356104,-4.02875348328319,-0.725387566404234,-1.07908476067383,3.27114951830074,-1.4956427790414,2.86309231474302,1.51325529639609,0.217424516302892,0,3.03133933965904,-1.25313239786347,4.48704250168583,1.77478086320196,0.469019839052622,0,1.35025045416773,6.29779851195527,1.03685688484904,-0.5761636203909,2.17048898171015,1.06108382236265,-2.23481574297602,-0.997944663989868
